Farm_ID,Crop_Type,Farm_Area(acres),Irrigation_Type,Fertilizer_Used(tons),Pesticide_Used(kg),Yield(tons),Soil_Type,Season,Water_Usage(cubic meters)
F2168,Potato,48.58,Sprinkler,1.21,0.74,635.14,Silty,Zaid,5758.28
F2169,Carrot,343.23,Flood,4.56,6.7,5628.68,Loamy,Zaid,134225.62
F2170,Tomato,209.51,Drip,9.28,1.09,3785.45,Peaty,Zaid,54257.7
F2171,Maize,365.85,Manual,12.33,5.95,4836.12,Silty,Kharif,177584.56
F2172,Carrot,63.93,Drip,0.85,0.8,969.55,Peaty,Zaid,20927.26
F2173,Maize,308.83,Manual,13.03,5.73,3595.67,Sandy,Zaid,126172.61
F2174,Cotton,227.22,Drip,6.31,3.1,2540.47,Loamy,Kharif,100993.19
F2175,Carrot,38.42,Flood,1.56,0.45,689.26,Silty,Rabi,17501.49
F2176,Maize,276.95,Flood,2.91,4.15,2616.31,Sandy,Rabi,85131.11
F2177,Tomato,50.57,Drip,0.56,0.89,898.23,Clay,Kharif,13083.37
F2178,Wheat,415.58,Sprinkler,6.99,3.84,3985.88,Sandy,Rabi,134734.4
F2179,Barley,319.66,Flood,5.89,2.11,2513.87,Peaty,Rabi,83376.11
F2180,Barley,282.91,Manual,11.47,3.25,1905.62,Loamy,Rabi,55532.07
F2181,Tomato,75.4,Manual,2.89,0.62,1309.16,Loamy,Zaid,17309.38
F2182,Potato,150.85,Rain-fed,5.23,1.73,2188.13,Sandy,Rabi,29131.1
F2183,Wheat,251.51,Manual,11.42,5.0,1858.42,Clay,Zaid,52257.34
F2184,Cotton,320.31,Rain-fed,6.37,4.36,1546.17,Peaty,Rabi,44024.25
F2185,Tomato,99.78,Drip,4.61,1.54,1818.54,Sandy,Zaid,26999.81
F2186,Barley,14.34,Drip,0.67,0.22,96.36,Sandy,Kharif,2784.46
F2187,Barley,178.93,Drip,4.9,3.1,1496.58,Loamy,Kharif,49984.19
F2188,Barley,246.61,Sprinkler,3.4,4.73,2700.42,Peaty,Rabi,102805.36
F2189,Sugarcane,100.37,Sprinkler,3.92,1.49,2144.39,Clay,Zaid,28036.52
F2190,Tomato,251.16,Rain-fed,5.9,3.05,5595.44,Loamy,Kharif,121020.66
F2191,Rice,175.86,Manual,7.35,1.72,1213.03,Sandy,Kharif,27985.13
F2192,Cotton,232.99,Manual,3.86,2.42,2542.73,Loamy,Kharif,102542.03
F2193,Barley,180.25,Drip,5.69,1.81,1229.09,Loamy,Kharif,35925.27
F2194,Maize,317.95,Flood,9.64,3.14,4141.11,Silty,Rabi,150572.3
F2195,Tomato,31.02,Sprinkler,0.43,0.48,510.37,Loamy,Zaid,5920.36
F2196,Sugarcane,93.74,Sprinkler,2.3,1.3,2223.65,Loamy,Kharif,37383.51
F2197,Tomato,222.05,Drip,2.97,1.78,3366.24,Peaty,Rabi,27722.05
F2198,Cotton,184.59,Sprinkler,5.28,3.61,1716.38,Loamy,Kharif,64960.28
F2199,Sugarcane,201.9,Drip,8.83,2.3,3960.24,Clay,Kharif,37850.07
F2200,Cotton,403.84,Rain-fed,8.4,5.45,3786.98,Sandy,Kharif,148642.0
F2201,Tomato,444.3,Manual,18.04,6.9,8812.64,Peaty,Kharif,157430.48
F2202,Rice,131.85,Flood,2.29,1.87,1720.04,Loamy,Rabi,61899.64
F2203,Cotton,419.83,Manual,15.51,4.06,3866.65,Clay,Zaid,147222.59
F2204,Sugarcane,234.81,Manual,10.95,3.98,4932.84,Sandy,Rabi,61824.58
F2205,Sugarcane,144.17,Rain-fed,3.31,0.96,2764.1,Peaty,Rabi,25580.04
F2206,Cotton,492.87,Sprinkler,22.68,6.67,4744.96,Clay,Rabi,178903.41
F2207,Soybean,414.15,Flood,12.51,3.77,2441.58,Loamy,Kharif,60692.71
F2208,Tomato,497.18,Sprinkler,11.27,7.08,10598.38,Silty,Zaid,214488.58
F2209,Soybean,92.41,Manual,4.24,0.76,647.89,Silty,Kharif,18384.17
F2210,Potato,80.48,Drip,0.91,1.33,1353.22,Peaty,Rabi,24922.62
F2211,Tomato,256.66,Manual,2.85,2.16,4948.65,Clay,Kharif,86846.71
F2212,Cotton,322.94,Sprinkler,10.98,5.93,2288.58,Sandy,Zaid,79117.89
F2213,Wheat,93.82,Manual,3.93,1.68,987.19,Clay,Zaid,34295.65
F2214,Cotton,431.61,Drip,17.29,4.5,2754.08,Silty,Kharif,86359.66
F2215,Soybean,270.69,Rain-fed,3.57,2.92,1356.16,Peaty,Rabi,30817.62
F2216,Rice,211.36,Sprinkler,10.15,3.28,2874.87,Loamy,Kharif,102237.06
F2217,Cotton,305.01,Manual,11.63,1.94,2075.96,Clay,Rabi,69547.03
F2218,Cotton,321.13,Sprinkler,15.4,2.0,3250.7,Silty,Zaid,123757.62
F2219,Rice,30.96,Rain-fed,0.72,0.22,297.7,Sandy,Kharif,9382.45
F2220,Cotton,499.95,Manual,18.88,6.72,4781.37,Peaty,Zaid,183780.4
F2221,Barley,188.32,Manual,8.36,1.36,1081.14,Loamy,Rabi,27188.71
F2222,Wheat,40.16,Sprinkler,1.01,0.37,376.06,Clay,Rabi,12349.51
F2223,Maize,427.64,Sprinkler,20.78,6.29,3751.41,Sandy,Kharif,109855.09
F2224,Wheat,496.58,Drip,10.23,2.6,4406.59,Loamy,Kharif,139409.55
F2225,Cotton,410.02,Rain-fed,9.28,3.16,4861.78,Silty,Kharif,199465.79
F2226,Barley,427.42,Drip,20.01,8.1,2555.12,Silty,Zaid,66043.42
F2227,Tomato,316.71,Manual,15.45,4.74,6588.49,Sandy,Rabi,127278.72
F2228,Cotton,461.94,Sprinkler,9.89,4.43,3171.33,Silty,Rabi,107233.31
F2229,Soybean,27.51,Manual,0.43,0.16,194.77,Peaty,Zaid,5946.51
F2230,Barley,385.69,Manual,15.57,5.32,2645.0,Sandy,Kharif,80344.43
F2231,Rice,338.65,Flood,15.98,2.83,2937.0,Silty,Kharif,81110.47
F2232,Barley,34.3,Flood,1.17,0.67,258.63,Clay,Zaid,8328.83
F2233,Rice,276.55,Manual,9.78,4.23,2185.58,Silty,Rabi,57604.42
F2234,Potato,262.38,Sprinkler,10.63,5.15,4766.19,Peaty,Rabi,96292.58
F2235,Maize,348.85,Manual,5.62,6.19,2015.51,Loamy,Rabi,41544.34
F2236,Carrot,47.99,Flood,2.35,0.59,651.38,Loamy,Rabi,11177.8
F2237,Barley,404.59,Sprinkler,9.94,6.09,2809.09,Silty,Zaid,85805.63
F2238,Sugarcane,78.31,Manual,2.75,1.35,1860.66,Loamy,Rabi,31367.49
F2239,Soybean,215.15,Rain-fed,6.18,2.94,1293.22,Silty,Zaid,34121.98
F2240,Cotton,441.83,Rain-fed,12.69,2.62,5163.92,Peaty,Kharif,210433.06
F2241,Soybean,284.66,Manual,10.85,3.43,1799.87,Loamy,Zaid,47882.01
F2242,Wheat,196.0,Sprinkler,9.76,1.36,1642.01,Clay,Rabi,48610.03
F2243,Carrot,33.62,Manual,1.22,0.53,414.57,Silty,Kharif,6047.41
F2244,Wheat,339.41,Manual,14.17,5.16,2570.06,Loamy,Zaid,72865.12
F2245,Potato,493.41,Flood,5.48,9.82,9181.02,Peaty,Zaid,199539.04
F2246,Carrot,456.78,Rain-fed,19.38,6.59,6640.34,Peaty,Zaid,132722.93
F2247,Carrot,361.48,Flood,7.95,6.15,4307.19,Clay,Kharif,59654.34
F2248,Wheat,61.59,Flood,0.93,0.56,336.09,Peaty,Zaid,7308.31
F2249,Rice,127.33,Manual,1.85,1.29,942.88,Peaty,Rabi,24442.26
F2250,Wheat,101.56,Flood,3.78,1.9,1305.62,Loamy,Kharif,48568.26
F2251,Soybean,184.18,Rain-fed,9.19,3.01,2170.11,Silty,Kharif,80692.51
F2252,Rice,125.4,Flood,4.6,1.86,1153.72,Sandy,Zaid,34620.06
F2253,Soybean,129.78,Rain-fed,2.66,1.14,1123.01,Peaty,Rabi,37997.97
F2254,Potato,312.2,Flood,5.66,4.83,6182.62,Peaty,Kharif,143531.77
F2255,Cotton,166.16,Rain-fed,5.16,3.04,1461.28,Sandy,Zaid,55920.63
F2256,Tomato,341.81,Flood,4.31,2.89,7397.3,Peaty,Rabi,154602.91
F2257,Rice,474.47,Flood,12.32,7.4,4567.08,Loamy,Zaid,140790.95
F2258,Potato,322.85,Sprinkler,11.83,3.52,4659.19,Loamy,Zaid,58126.36
F2259,Sugarcane,378.31,Rain-fed,18.43,2.57,8915.57,Sandy,Kharif,147681.87
F2260,Potato,378.27,Rain-fed,10.22,6.22,6365.6,Peaty,Kharif,117475.89
F2261,Wheat,172.04,Rain-fed,3.1,1.29,1789.1,Peaty,Zaid,63204.94
F2262,Wheat,17.33,Drip,0.74,0.15,115.47,Silty,Kharif,2822.83
F2263,Tomato,36.97,Flood,1.47,0.62,737.94,Peaty,Kharif,13274.99
F2264,Potato,148.21,Rain-fed,6.58,2.39,2351.31,Loamy,Rabi,37482.61
F2265,Maize,347.88,Drip,6.47,3.07,2831.1,Clay,Rabi,80985.26
F2266,Cotton,454.27,Sprinkler,11.9,8.68,4331.06,Clay,Zaid,167441.22
F2267,Wheat,479.81,Rain-fed,23.64,3.95,4806.42,Clay,Zaid,161646.29
F2268,Tomato,22.67,Rain-fed,0.37,0.45,445.92,Clay,Zaid,8151.61
F2269,Cotton,495.14,Drip,18.25,7.96,5951.28,Peaty,Zaid,240705.34
F2270,Potato,168.02,Flood,3.27,1.83,3066.9,Peaty,Rabi,63929.4
F2271,Potato,423.05,Sprinkler,12.69,2.94,7579.5,Silty,Kharif,150757.41
F2272,Carrot,98.34,Rain-fed,4.13,0.96,1541.57,Peaty,Rabi,33970.37
F2273,Tomato,40.82,Flood,1.21,0.32,729.55,Clay,Zaid,10592.24
F2274,Wheat,195.39,Sprinkler,8.25,2.8,2340.49,Sandy,Zaid,85128.68
F2275,Maize,430.87,Manual,11.66,4.46,3642.12,Sandy,Rabi,108741.87
F2276,Potato,118.2,Manual,5.91,1.11,2186.01,Loamy,Rabi,44929.12
F2277,Maize,85.44,Sprinkler,2.34,1.4,673.73,Loamy,Zaid,18562.28
F2278,Potato,455.8,Drip,7.28,3.86,6314.93,Peaty,Kharif,72519.61
F2279,Wheat,469.79,Sprinkler,12.25,6.48,2901.06,Sandy,Zaid,71362.88
F2280,Cotton,16.15,Sprinkler,0.64,0.13,151.96,Clay,Rabi,5713.76
F2281,Barley,366.44,Drip,16.09,5.76,2732.87,Clay,Zaid,84715.13
F2282,Cotton,161.51,Drip,4.59,2.32,1036.02,Clay,Zaid,33920.66
F2283,Potato,193.61,Flood,6.54,3.29,3381.47,Peaty,Kharif,65210.81
F2284,Soybean,239.86,Flood,10.5,1.45,1253.9,Peaty,Zaid,26448.91
F2285,Barley,219.13,Drip,9.32,1.79,1502.27,Silty,Zaid,43494.69
F2286,Barley,262.34,Manual,9.53,1.92,1947.3,Clay,Zaid,61969.0
F2287,Maize,295.36,Manual,12.58,2.32,3321.06,Clay,Rabi,113225.03
F2288,Tomato,238.14,Sprinkler,7.87,1.56,4563.91,Peaty,Rabi,75729.21
F2289,Maize,353.77,Rain-fed,3.6,4.75,4294.4,Peaty,Kharif,156504.53
F2290,Maize,362.11,Sprinkler,4.22,5.03,2925.0,Silty,Zaid,84663.37
F2291,Soybean,225.78,Sprinkler,11.11,3.99,1691.54,Silty,Rabi,49349.31
F2292,Cotton,79.81,Rain-fed,1.26,0.9,347.01,Loamy,Kharif,9040.45
F2293,Cotton,323.91,Drip,8.48,4.21,3813.83,Sandy,Zaid,155700.78
F2294,Sugarcane,388.75,Manual,18.41,7.72,8467.39,Clay,Kharif,116856.66
F2295,Potato,322.67,Sprinkler,5.74,4.19,5373.7,Clay,Kharif,97127.86
F2296,Soybean,298.15,Rain-fed,13.04,4.06,3687.09,Silty,Kharif,139942.51
F2297,Sugarcane,122.41,Flood,5.23,2.44,2464.32,Silty,Kharif,26436.96
F2298,Wheat,326.12,Sprinkler,16.13,6.49,2635.92,Loamy,Kharif,75933.92
F2299,Potato,174.08,Manual,3.7,1.98,3098.07,Sandy,Kharif,63110.64
F2300,Potato,460.58,Drip,10.42,6.69,8764.33,Loamy,Kharif,190714.13
F2301,Carrot,330.32,Sprinkler,15.23,4.03,5416.23,Sandy,Zaid,125431.61
F2302,Carrot,146.31,Sprinkler,2.83,2.31,2476.59,Clay,Zaid,60789.14
F2303,Rice,241.73,Rain-fed,7.72,4.61,2487.19,Loamy,Kharif,79782.73
F2304,Rice,424.82,Flood,16.27,4.1,5391.03,Silty,Zaid,189102.02
F2305,Maize,174.38,Flood,3.64,3.01,1720.41,Loamy,Kharif,55808.19
F2306,Wheat,267.47,Drip,12.71,3.96,1941.95,Loamy,Zaid,51282.9
F2307,Barley,343.04,Manual,12.56,3.16,3107.59,Clay,Rabi,108633.52
F2308,Barley,379.72,Drip,4.51,6.44,3925.45,Silty,Kharif,146259.5
F2309,Carrot,95.21,Sprinkler,1.47,1.09,1513.59,Silty,Rabi,34410.74
F2310,Carrot,286.92,Sprinkler,5.06,1.95,3619.49,Peaty,Kharif,56583.46
F2311,Carrot,456.98,Flood,9.05,9.09,4998.11,Peaty,Kharif,53206.53
F2312,Soybean,484.5,Manual,19.01,5.52,3381.55,Peaty,Rabi,97380.03
F2313,Tomato,331.51,Rain-fed,4.49,4.35,7419.69,Clay,Rabi,163639.44
F2314,Rice,491.99,Manual,11.82,8.42,3511.14,Loamy,Rabi,85501.88
F2315,Soybean,289.66,Sprinkler,13.46,5.62,2548.54,Silty,Kharif,82770.05
F2316,Cotton,226.88,Rain-fed,7.32,4.1,2107.82,Silty,Rabi,80617.9
F2317,Barley,280.28,Manual,5.78,3.61,3274.24,Loamy,Rabi,126626.53
F2318,Potato,66.7,Manual,3.22,0.88,1260.53,Silty,Zaid,26953.33
F2319,Rice,206.84,Rain-fed,4.09,1.91,2662.49,Loamy,Zaid,95887.52
F2320,Sugarcane,234.62,Sprinkler,10.84,2.8,5327.92,Clay,Rabi,80181.68
F2321,Cotton,425.83,Manual,16.62,8.18,4742.52,Clay,Rabi,189973.42
F2322,Rice,381.74,Rain-fed,15.12,6.07,2985.19,Clay,Rabi,78461.32
F2323,Soybean,304.7,Sprinkler,12.37,1.58,2606.32,Loamy,Rabi,82946.98
F2324,Wheat,180.17,Rain-fed,5.45,1.22,2151.55,Loamy,Zaid,78824.18
F2325,Potato,101.65,Rain-fed,4.33,1.92,1553.02,Sandy,Kharif,23401.72
F2326,Rice,180.4,Manual,7.84,3.2,2302.72,Silty,Rabi,80909.57
F2327,Tomato,343.1,Sprinkler,8.38,4.22,6053.52,Silty,Rabi,84144.89
F2328,Carrot,138.89,Manual,3.61,1.98,1869.79,Sandy,Zaid,34077.39
F2329,Carrot,219.17,Drip,9.98,2.05,2921.3,Sandy,Rabi,49010.3
F2330,Potato,199.52,Drip,6.18,3.37,3418.29,Clay,Rabi,63601.61
F2331,Soybean,385.14,Sprinkler,17.21,5.41,2317.7,Sandy,Zaid,58397.68
F2332,Carrot,443.06,Rain-fed,15.54,6.83,4885.63,Loamy,Rabi,50792.37
F2333,Rice,352.69,Manual,11.9,3.75,4548.8,Peaty,Rabi,161873.25
F2334,Sugarcane,177.39,Manual,1.99,2.03,4430.56,Loamy,Zaid,83650.44
F2335,Barley,222.26,Sprinkler,4.69,1.8,1165.5,Sandy,Kharif,28997.45
F2336,Barley,80.24,Sprinkler,2.41,1.54,735.06,Silty,Rabi,25667.6
F2337,Cotton,92.37,Drip,3.09,1.77,798.78,Loamy,Rabi,29176.47
F2338,Maize,90.5,Flood,3.19,1.56,772.84,Silty,Kharif,22532.83
F2339,Wheat,73.99,Sprinkler,2.86,1.41,730.5,Loamy,Zaid,24235.43
F2340,Potato,97.99,Flood,3.55,1.47,1611.04,Silty,Kharif,27756.81
F2341,Cotton,109.32,Sprinkler,4.8,0.93,912.04,Loamy,Rabi,32341.94
F2342,Maize,64.8,Rain-fed,1.41,1.06,741.24,Silty,Kharif,26060.15
F2343,Soybean,323.73,Rain-fed,11.55,3.2,2943.77,Peaty,Zaid,100479.95
F2344,Tomato,495.3,Drip,5.97,5.75,8524.46,Clay,Rabi,113652.4
F2345,Tomato,440.8,Drip,12.87,4.02,8572.69,Loamy,Zaid,146602.84
F2346,Wheat,32.35,Flood,0.67,0.37,331.47,Peaty,Zaid,11524.69
F2347,Carrot,217.3,Sprinkler,5.48,3.3,3473.48,Clay,Kharif,79297.67
F2348,Rice,431.06,Manual,10.43,2.87,4582.18,Loamy,Kharif,149717.66
F2349,Cotton,75.99,Drip,0.94,0.5,717.84,Peaty,Zaid,27800.51
F2350,Cotton,425.35,Manual,12.19,6.49,2813.37,Peaty,Zaid,95293.32
F2351,Potato,300.42,Manual,14.96,5.02,4926.12,Peaty,Rabi,83653.94
F2352,Potato,466.34,Sprinkler,10.24,6.19,8373.3,Sandy,Zaid,171370.41
F2353,Tomato,439.26,Flood,17.33,3.39,9152.99,Silty,Zaid,176471.24
F2354,Tomato,341.75,Sprinkler,10.91,3.92,6228.02,Clay,Kharif,93521.9
F2355,Sugarcane,332.33,Drip,7.65,5.44,6855.24,Silty,Zaid,81798.19
F2356,Sugarcane,114.45,Manual,1.55,1.75,2662.1,Silty,Zaid,44218.29
F2357,Carrot,67.21,Sprinkler,1.25,0.45,838.53,Silty,Kharif,12693.71
F2358,Sugarcane,213.54,Sprinkler,8.81,4.17,3824.02,Peaty,Rabi,22165.07
F2359,Rice,101.42,Sprinkler,2.15,0.85,961.86,Silty,Kharif,29257.48
F2360,Rice,60.18,Drip,0.95,0.5,421.18,Sandy,Kharif,10192.15
F2361,Cotton,158.14,Flood,3.68,1.88,1139.65,Loamy,Zaid,39742.68
F2362,Barley,431.64,Sprinkler,14.4,4.28,3063.37,Peaty,Zaid,93447.34
F2363,Rice,18.4,Drip,0.7,0.36,221.27,Clay,Rabi,7561.71
F2364,Maize,153.39,Manual,3.91,0.94,1246.59,Loamy,Zaid,35673.47
F2365,Tomato,217.79,Rain-fed,6.52,2.09,4320.0,Loamy,Rabi,77590.53
F2366,Potato,260.18,Drip,7.34,2.79,4736.47,Loamy,Rabi,96153.13
F2367,Sugarcane,98.97,Rain-fed,1.03,1.23,2095.98,Silty,Rabi,27967.95
F2368,Cotton,482.47,Sprinkler,12.46,2.53,2373.49,Silty,Rabi,63893.79
F2369,Wheat,293.65,Sprinkler,9.84,1.83,3195.52,Peaty,Zaid,111629.04
F2370,Potato,265.83,Drip,8.72,2.36,3569.39,Silty,Kharif,34576.3
F2371,Maize,14.32,Rain-fed,0.57,0.19,90.86,Silty,Kharif,2000.72
F2372,Sugarcane,248.0,Sprinkler,9.13,4.1,4802.02,Silty,Zaid,44243.03
F2373,Maize,420.46,Manual,8.86,6.43,3202.08,Peaty,Zaid,89200.43
F2374,Tomato,117.63,Flood,2.38,1.59,2518.71,Peaty,Rabi,51588.41
F2375,Tomato,182.09,Flood,5.2,2.0,3646.39,Sandy,Zaid,67368.23
F2376,Carrot,20.08,Sprinkler,0.79,0.36,278.07,Sandy,Kharif,5118.1
F2377,Cotton,488.69,Rain-fed,6.72,5.81,5753.57,Sandy,Zaid,240169.38
F2378,Potato,42.66,Sprinkler,2.04,0.4,630.24,Sandy,Zaid,8422.71
F2379,Soybean,450.13,Rain-fed,14.28,6.5,4406.31,Loamy,Rabi,154810.73
F2380,Soybean,163.36,Manual,3.64,2.51,1899.86,Loamy,Rabi,71698.11
F2381,Potato,297.9,Rain-fed,11.24,3.27,5685.51,Sandy,Rabi,125360.12
F2382,Wheat,342.86,Sprinkler,4.04,1.86,1988.79,Sandy,Rabi,46671.79
F2383,Cotton,79.01,Manual,2.32,0.51,769.83,Clay,Kharif,29936.25
F2384,Maize,227.44,Drip,6.7,4.02,1736.6,Loamy,Zaid,46203.84
F2385,Wheat,169.48,Flood,2.79,0.99,1343.99,Clay,Zaid,41063.49
F2386,Barley,37.74,Sprinkler,1.64,0.52,330.49,Clay,Rabi,11154.41
F2387,Potato,418.26,Sprinkler,17.51,3.24,8033.91,Silty,Kharif,174123.7
F2388,Maize,32.13,Sprinkler,0.52,0.27,217.96,Peaty,Kharif,5349.39
F2389,Soybean,330.1,Manual,8.1,3.0,1890.65,Loamy,Zaid,47343.12
F2390,Rice,163.9,Drip,2.3,0.91,1121.54,Sandy,Rabi,26449.27
F2391,Carrot,104.14,Rain-fed,4.58,0.8,1296.0,Sandy,Zaid,19504.95
F2392,Soybean,336.87,Drip,7.73,4.97,1807.39,Peaty,Zaid,41705.02
F2393,Cotton,291.52,Manual,8.04,3.64,3382.84,Loamy,Kharif,137174.21
F2394,Tomato,164.48,Sprinkler,3.78,2.79,2824.94,Sandy,Kharif,37440.13
F2395,Rice,261.35,Flood,5.85,1.55,1831.35,Sandy,Zaid,44636.16
F2396,Carrot,130.66,Sprinkler,5.21,2.4,2083.55,Silty,Rabi,46400.41
F2397,Carrot,433.21,Rain-fed,17.29,8.64,7362.58,Clay,Rabi,179695.36
F2398,Barley,163.77,Flood,5.03,0.86,1750.04,Sandy,Zaid,65720.35
F2399,Barley,130.12,Sprinkler,4.72,2.54,1373.02,Loamy,Zaid,50421.2
F2400,Sugarcane,378.4,Flood,11.53,3.23,6865.04,Peaty,Rabi,45488.04
F2401,Soybean,18.62,Drip,0.21,0.29,206.69,Silty,Rabi,7687.66
F2402,Soybean,141.33,Manual,1.79,1.33,1244.8,Loamy,Rabi,42503.92
F2403,Soybean,193.94,Sprinkler,4.92,2.49,1960.19,Silty,Zaid,69748.81
F2404,Sugarcane,442.3,Rain-fed,17.69,5.6,11218.12,Clay,Kharif,213439.0
F2405,Wheat,475.72,Drip,22.13,4.96,5635.51,Sandy,Rabi,201831.76
F2406,Carrot,361.07,Sprinkler,4.04,5.69,6226.79,Loamy,Rabi,155315.64
F2407,Rice,251.34,Drip,6.21,3.52,1806.52,Peaty,Rabi,43378.09
F2408,Cotton,323.9,Rain-fed,6.14,4.09,2537.82,Clay,Zaid,94115.93
F2409,Carrot,212.86,Sprinkler,9.07,4.2,3917.96,Clay,Kharif,102115.62
F2410,Barley,156.42,Rain-fed,6.86,2.99,1474.29,Silty,Kharif,52101.0
F2411,Maize,475.84,Flood,8.69,9.2,2954.35,Clay,Rabi,67109.48
F2412,Tomato,66.54,Rain-fed,2.56,1.21,1369.24,Loamy,Zaid,26132.59
F2413,Sugarcane,179.73,Flood,7.06,1.59,3264.15,Silty,Kharif,21059.43
F2414,Potato,450.55,Sprinkler,7.7,4.62,8359.7,Clay,Zaid,178833.24
F2415,Maize,364.34,Flood,9.96,3.08,4569.39,Peaty,Kharif,164648.23
F2416,Cotton,24.26,Sprinkler,0.84,0.48,187.31,Loamy,Rabi,6552.55
F2417,Soybean,21.32,Sprinkler,0.24,0.16,172.8,Peaty,Zaid,5658.98
F2418,Barley,263.09,Manual,6.89,2.76,1865.75,Peaty,Rabi,58323.23
F2419,Barley,247.28,Sprinkler,4.01,1.97,2891.03,Silty,Kharif,111469.52
F2420,Barley,227.07,Flood,7.19,1.9,2057.36,Sandy,Kharif,72459.86
F2421,Soybean,158.15,Manual,6.91,1.38,1527.35,Silty,Rabi,52458.47
F2422,Potato,493.45,Manual,15.29,7.2,8886.0,Loamy,Kharif,179953.89
F2423,Sugarcane,143.27,Sprinkler,1.64,0.88,2876.21,Loamy,Rabi,31533.47
F2424,Maize,250.12,Rain-fed,2.8,3.4,2198.81,Silty,Rabi,68311.32
F2425,Soybean,208.4,Rain-fed,7.13,3.6,2241.26,Sandy,Rabi,82659.31
F2426,Cotton,93.42,Manual,2.16,1.54,1121.94,Silty,Kharif,46168.77
F2427,Sugarcane,109.28,Sprinkler,3.6,0.79,1976.48,Loamy,Zaid,12427.93
F2428,Cotton,459.97,Rain-fed,7.61,8.61,1985.86,Sandy,Rabi,53843.62
F2429,Sugarcane,430.56,Sprinkler,17.68,7.13,9159.5,Loamy,Zaid,116781.28
F2430,Potato,107.53,Sprinkler,4.78,0.55,1947.09,Sandy,Kharif,39125.28
F2431,Tomato,439.07,Manual,20.01,7.05,7823.12,Sandy,Kharif,111764.64
F2432,Cotton,112.5,Manual,2.49,1.81,1360.84,Silty,Zaid,56234.34
F2433,Soybean,317.01,Drip,11.55,3.95,2097.62,Silty,Rabi,56472.93
F2434,Sugarcane,49.83,Rain-fed,1.05,0.28,881.23,Silty,Kharif,5140.71
F2435,Barley,441.38,Rain-fed,17.88,6.05,2738.34,Sandy,Rabi,77705.92
F2436,Carrot,35.24,Rain-fed,0.52,0.58,618.86,Sandy,Rabi,16022.72
F2437,Barley,281.92,Flood,11.42,2.56,1688.17,Loamy,Zaid,44560.48
F2438,Wheat,392.06,Sprinkler,10.82,5.88,3551.07,Peaty,Kharif,114320.35
F2439,Tomato,67.25,Manual,2.97,0.69,1220.37,Silty,Zaid,18003.27
F2440,Tomato,208.2,Rain-fed,8.24,2.83,4182.94,Loamy,Kharif,76259.89
F2441,Barley,30.56,Drip,0.77,0.33,158.73,Loamy,Zaid,3722.84
F2442,Maize,344.55,Rain-fed,15.9,3.29,3735.07,Clay,Kharif,125243.5
F2443,Potato,160.65,Sprinkler,3.43,2.87,2494.12,Silty,Kharif,38861.41
F2444,Cotton,284.1,Sprinkler,13.83,4.63,3363.46,Loamy,Kharif,133646.86
F2445,Soybean,467.04,Manual,19.0,4.76,5485.87,Clay,Rabi,205289.21
F2446,Tomato,159.87,Flood,7.93,1.84,2893.42,Silty,Rabi,41534.75
F2447,Barley,33.83,Manual,0.41,0.52,418.93,Sandy,Zaid,16817.55
F2448,Barley,341.06,Rain-fed,7.15,5.85,1685.42,Clay,Zaid,41192.09
F2449,Potato,395.55,Drip,15.68,6.04,7551.28,Sandy,Kharif,164333.29
F2450,Potato,479.36,Manual,22.48,6.29,7802.22,Peaty,Kharif,131120.35
F2451,Rice,87.32,Flood,0.97,1.69,787.45,Peaty,Rabi,23867.15
F2452,Rice,202.15,Manual,2.02,3.36,1389.01,Peaty,Rabi,33971.78
F2453,Maize,423.63,Sprinkler,8.58,2.85,4075.66,Peaty,Rabi,129610.07
F2454,Maize,405.37,Rain-fed,17.88,5.42,2537.81,Loamy,Zaid,54273.53
F2455,Wheat,316.15,Rain-fed,12.86,3.52,3219.88,Peaty,Rabi,109587.31
F2456,Maize,141.99,Rain-fed,3.35,2.4,1042.33,Loamy,Zaid,27920.49
F2457,Sugarcane,149.18,Rain-fed,1.5,0.85,3485.15,Loamy,Rabi,58170.67
F2458,Potato,70.76,Rain-fed,2.28,0.79,1242.78,Silty,Rabi,24267.26
F2459,Soybean,461.71,Rain-fed,9.01,4.51,4980.94,Loamy,Kharif,184019.39
F2460,Sugarcane,94.74,Drip,3.77,0.67,2262.8,Loamy,Zaid,37884.8
F2461,Cotton,290.71,Flood,8.1,3.11,1681.63,Peaty,Rabi,51945.91
F2462,Barley,296.33,Rain-fed,11.01,4.47,1406.77,Loamy,Kharif,29713.2
F2463,Maize,191.11,Flood,8.43,1.99,1620.12,Sandy,Zaid,47070.43
F2464,Barley,182.73,Rain-fed,5.74,2.5,2191.51,Peaty,Zaid,85451.5
F2465,Tomato,337.61,Manual,7.91,4.69,6491.88,Clay,Rabi,111802.29
F2466,Wheat,200.27,Rain-fed,8.17,2.77,2209.9,Peaty,Zaid,78304.13
F2467,Tomato,135.01,Sprinkler,2.78,1.75,2936.74,Loamy,Kharif,60999.75
F2468,Wheat,205.57,Drip,9.39,1.39,2590.96,Sandy,Kharif,95062.45
F2469,Rice,405.75,Manual,5.22,3.36,3960.26,Peaty,Zaid,126437.16
F2470,Barley,483.57,Manual,21.0,8.22,4368.56,Sandy,Kharif,152991.75
F2471,Wheat,321.62,Sprinkler,4.39,4.03,3823.75,Clay,Zaid,141631.65
